1, none, tectonic:alpine_meadow, MONSTER, minecraft:spider, 80, 4, 4
1365, forest, nature_arise:maple_forest, CREATURE, minecraft:cow, 10, 4, 4
1366, forest, nature_arise:maple_forest, CREATURE, minecraft:wolf, 10, 4, 4
1367, forest, nature_arise:maple_forest, AMBIENT, minecraft:bat, 10, 8, 8
1368, forest, nature_arise:maple_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1369, forest, nature_arise:maple_forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
1370, taiga, biomesoplenty:maple_woods, MONSTER, minecraft:spider, 80, 4, 4
1371, taiga, biomesoplenty:maple_woods, MONSTER, minecraft:zombie, 80, 4, 4
1372, taiga, biomesoplenty:maple_woods, MONSTER, minecraft:zombie_villager, 10, 1, 1
1373, taiga, biomesoplenty:maple_woods, MONSTER, minecraft:skeleton, 80, 4, 4
1374, taiga, biomesoplenty:maple_woods, MONSTER, minecraft:creeper, 80, 4, 4
1375, taiga, biomesoplenty:maple_woods, MONSTER, minecraft:slime, 80, 4, 4
1376, taiga, biomesoplenty:maple_woods, MONSTER, minecraft:enderman, 5, 1, 4
1377, taiga, biomesoplenty:maple_woods, MONSTER, minecraft:witch, 5, 1, 1
1378, taiga, biomesoplenty:maple_woods, CREATURE, minecraft:wolf, 10, 4, 4
1379, taiga, biomesoplenty:maple_woods, CREATURE, minecraft:rabbit, 10, 2, 3
1380, taiga, biomesoplenty:maple_woods, CREATURE, minecraft:fox, 10, 2, 4
1381, taiga, biomesoplenty:maple_woods, AMBIENT, minecraft:bat, 10, 8, 8
1382, taiga, biomesoplenty:maple_woods, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1383, taiga, biomesoplenty:maple_woods, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
1384, swamp, biomesoplenty:marsh, MONSTER, minecraft:spider, 80, 4, 4
1385, swamp, biomesoplenty:marsh, MONSTER, minecraft:zombie, 80, 4, 4
1386, swamp, biomesoplenty:marsh, MONSTER, minecraft:zombie_villager, 10, 1, 1
1387, swamp, biomesoplenty:marsh, MONSTER, minecraft:skeleton, 80, 4, 4
1388, swamp, biomesoplenty:marsh, MONSTER, minecraft:creeper, 80, 4, 4
1389, swamp, biomesoplenty:marsh, MONSTER, minecraft:slime, 80, 4, 4
1390, swamp, biomesoplenty:marsh, MONSTER, minecraft:enderman, 5, 1, 4
1391, swamp, biomesoplenty:marsh, MONSTER, minecraft:witch, 5, 1, 1
1392, swamp, biomesoplenty:marsh, AMBIENT, minecraft:bat, 10, 8, 8
1393, swamp, biomesoplenty:marsh, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1394, swamp, biomesoplenty:marsh, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
1395, extreme_hills, minecraft:meadow, MONSTER, minecraft:spider, 80, 4, 4
1396, extreme_hills, minecraft:meadow, MONSTER, minecraft:zombie, 80, 4, 4
1397, extreme_hills, minecraft:meadow, MONSTER, minecraft:zombie_villager, 10, 1, 1
1398, extreme_hills, minecraft:meadow, MONSTER, minecraft:skeleton, 80, 4, 4
1399, extreme_hills, minecraft:meadow, MONSTER, minecraft:creeper, 80, 4, 4
1400, extreme_hills, minecraft:meadow, MONSTER, minecraft:slime, 80, 4, 4
1401, extreme_hills, minecraft:meadow, MONSTER, minecraft:enderman, 5, 1, 4
1402, extreme_hills, minecraft:meadow, MONSTER, minecraft:witch, 5, 1, 1
1403, extreme_hills, minecraft:meadow, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
1404, extreme_hills, minecraft:meadow, MONSTER, enderzoology:infested_zombie, 23, 1, 4
1405, extreme_hills, minecraft:meadow, MONSTER, enderzoology:fallen_knight, 23, 4, 6
1406, extreme_hills, minecraft:meadow, MONSTER, enderzoology:enderminy, 30, 4, 4
1407, extreme_hills, minecraft:meadow, MONSTER, enderzoology:wither_witch, 10, 1, 1
1408, extreme_hills, minecraft:meadow, CREATURE, minecraft:donkey, 10, 1, 2
1409, extreme_hills, minecraft:meadow, CREATURE, minecraft:rabbit, 10, 2, 6
1410, extreme_hills, minecraft:meadow, CREATURE, minecraft:sheep, 10, 2, 4
1411, extreme_hills, minecraft:meadow, CREATURE, species:limpet, 10, 1, 1
1412, extreme_hills, minecraft:meadow, CREATURE, enderzoology:owl, 10, 2, 6
1413, extreme_hills, minecraft:meadow, CREATURE, lostfeatures:moobloom, 10, 2, 4
1414, extreme_hills, minecraft:meadow, AMBIENT, minecraft:bat, 10, 8, 8
1415, extreme_hills, minecraft:meadow, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1416, extreme_hills, minecraft:meadow, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
1417, forest, biomesoplenty:mediterranean_forest, MONSTER, minecraft:spider, 80, 4, 4
1418, forest, biomesoplenty:mediterranean_forest, MONSTER, minecraft:zombie, 80, 4, 4
1419, forest, biomesoplenty:mediterranean_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1420, forest, biomesoplenty:mediterranean_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1421, forest, biomesoplenty:mediterranean_forest, MONSTER, minecraft:creeper, 80, 4, 4
1422, forest, biomesoplenty:mediterranean_forest, MONSTER, minecraft:slime, 80, 4, 4
1423, forest, biomesoplenty:mediterranean_forest, MONSTER, minecraft:enderman, 5, 1, 4
1424, forest, biomesoplenty:mediterranean_forest, MONSTER, minecraft:witch, 5, 1, 1
1425, forest, biomesoplenty:mediterranean_forest, CREATURE, minecraft:sheep, 12, 4, 4
1426, forest, biomesoplenty:mediterranean_forest, CREATURE, minecraft:pig, 10, 4, 4
1427, forest, biomesoplenty:mediterranean_forest, CREATURE, minecraft:chicken, 10, 4, 4
1428, forest, biomesoplenty:mediterranean_forest, CREATURE, minecraft:cow, 10, 4, 4
1429, forest, biomesoplenty:mediterranean_forest, AMBIENT, minecraft:bat, 10, 8, 8
1430, forest, biomesoplenty:mediterranean_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1431, forest, biomesoplenty:mediterranean_forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
1432, forest, nature_arise:mixed_forest, MONSTER, minecraft:spider, 80, 4, 4
1433, forest, nature_arise:mixed_forest, MONSTER, minecraft:zombie, 80, 4, 4
1434, forest, nature_arise:mixed_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1435, forest, nature_arise:mixed_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1436, forest, nature_arise:mixed_forest, MONSTER, minecraft:creeper, 80, 4, 4
1437, forest, nature_arise:mixed_forest, MONSTER, minecraft:slime, 80, 4, 4
1438, forest, nature_arise:mixed_forest, MONSTER, minecraft:enderman, 5, 1, 4
1439, forest, nature_arise:mixed_forest, MONSTER, minecraft:witch, 5, 1, 1
1440, forest, nature_arise:mixed_forest, CREATURE, minecraft:sheep, 12, 4, 4
1441, forest, nature_arise:mixed_forest, CREATURE, minecraft:pig, 10, 4, 4
1442, forest, nature_arise:mixed_forest, CREATURE, minecraft:chicken, 10, 4, 4
1443, forest, nature_arise:mixed_forest, CREATURE, minecraft:cow, 10, 4, 4
1444, forest, nature_arise:mixed_forest, CREATURE, minecraft:wolf, 10, 4, 4
1445, forest, nature_arise:mixed_forest, AMBIENT, minecraft:bat, 10, 8, 8
1446, forest, nature_arise:mixed_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1447, forest, nature_arise:mixed_forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
1448, none, biomesoplenty:moor, MONSTER, minecraft:spider, 80, 4, 4
1449, none, biomesoplenty:moor, MONSTER, minecraft:zombie, 80, 4, 4
1450, none, biomesoplenty:moor, MONSTER, minecraft:zombie_villager, 10, 1, 1
1451, none, biomesoplenty:moor, MONSTER, minecraft:skeleton, 80, 4, 4
1452, none, biomesoplenty:moor, MONSTER, minecraft:creeper, 80, 4, 4
1453, none, biomesoplenty:moor, MONSTER, minecraft:slime, 80, 4, 4
1454, none, biomesoplenty:moor, MONSTER, minecraft:enderman, 5, 1, 4
1455, none, biomesoplenty:moor, MONSTER, minecraft:witch, 5, 1, 1
1456, none, biomesoplenty:moor, CREATURE, minecraft:sheep, 12, 4, 4
1457, none, biomesoplenty:moor, CREATURE, minecraft:pig, 10, 4, 4
1458, none, biomesoplenty:moor, CREATURE, minecraft:chicken, 10, 4, 4
1459, none, biomesoplenty:moor, CREATURE, minecraft:cow, 10, 4, 4
1460, none, biomesoplenty:moor, CREATURE, minecraft:goat, 10, 4, 6
1461, none, biomesoplenty:moor, AMBIENT, minecraft:bat, 10, 8, 8
1462, none, biomesoplenty:moor, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1463, none, biomesoplenty:moor, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
1464, none, minecraft:mushroom_fields, CREATURE, minecraft:mooshroom, 10, 4, 8
1465, none, minecraft:mushroom_fields, AMBIENT, minecraft:bat, 10, 8, 8
1466, none, minecraft:mushroom_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1467, none, minecraft:mushroom_fields, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
1468, none, biomesoplenty:muskeg, MONSTER, minecraft:spider, 80, 4, 4
1469, none, biomesoplenty:muskeg, MONSTER, minecraft:zombie, 80, 4, 4
1470, none, biomesoplenty:muskeg, MONSTER, minecraft:zombie_villager, 10, 1, 1
1471, none, biomesoplenty:muskeg, MONSTER, minecraft:skeleton, 80, 4, 4
1472, none, biomesoplenty:muskeg, MONSTER, minecraft:creeper, 80, 4, 4
1473, none, biomesoplenty:muskeg, MONSTER, minecraft:slime, 80, 4, 4
1474, none, biomesoplenty:muskeg, MONSTER, minecraft:enderman, 5, 1, 4
1475, none, biomesoplenty:muskeg, MONSTER, minecraft:witch, 5, 1, 1
1476, none, biomesoplenty:muskeg, CREATURE, minecraft:frog, 10, 2, 5
1477, none, biomesoplenty:muskeg, AMBIENT, minecraft:bat, 10, 8, 8
1478, none, biomesoplenty:muskeg, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1479, none, biomesoplenty:muskeg, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
1480, forest, biomesoplenty:mystic_grove, MONSTER, minecraft:zombie_villager, 10, 1, 1
1481, forest, biomesoplenty:mystic_grove, MONSTER, minecraft:slime, 80, 4, 4
1482, forest, biomesoplenty:mystic_grove, MONSTER, minecraft:witch, 5, 1, 1
1483, forest, biomesoplenty:mystic_grove, CREATURE, minecraft:rabbit, 10, 2, 3
1484, forest, biomesoplenty:mystic_grove, CREATURE, minecraft:fox, 10, 2, 4
1485, forest, biomesoplenty:mystic_grove, CREATURE, minecraft:allay, 10, 1, 1
1486, forest, biomesoplenty:mystic_grove, AMBIENT, minecraft:bat, 10, 8, 8
1487, forest, biomesoplenty:mystic_grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1488, forest, biomesoplenty:mystic_grove, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
1489, nether, minecraft:nether_wastes, MONSTER, minecraft:ghast, 50, 4, 4
1490, nether, minecraft:nether_wastes, MONSTER, minecraft:zombified_piglin, 80, 4, 4
1491, nether, minecraft:nether_wastes, MONSTER, minecraft:magma_cube, 10, 4, 4
1492, nether, minecraft:nether_wastes, MONSTER, minecraft:enderman, 5, 4, 4
1493, nether, minecraft:nether_wastes, MONSTER, minecraft:piglin, 15, 4, 4
1494, nether, minecraft:nether_wastes, CREATURE, minecraft:strider, 60, 1, 2
1495, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
1496, ocean, minecraft:ocean, MONSTER, minecraft:zombie, 80, 4, 4
1497, ocean, minecraft:ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1498, ocean, minecraft:ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1499, ocean, minecraft:ocean, MONSTER, minecraft:creeper, 80, 4, 4
1500, ocean, minecraft:ocean, MONSTER, minecraft:slime, 80, 4, 4
1501, ocean, minecraft:ocean, MONSTER, minecraft:enderman, 5, 1, 4
1502, ocean, minecraft:ocean, MONSTER, minecraft:witch, 5, 1, 1
1503, ocean, minecraft:ocean, MONSTER, minecraft:drowned, 10, 1, 1
1504, ocean, minecraft:ocean, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
1505, ocean, minecraft:ocean, MONSTER, enderzoology:infested_zombie, 23, 1, 4
1506, ocean, minecraft:ocean, MONSTER, enderzoology:fallen_knight, 23, 4, 6
1507, ocean, minecraft:ocean, MONSTER, enderzoology:enderminy, 30, 4, 4
1508, ocean, minecraft:ocean, MONSTER, enderzoology:wither_witch, 10, 1, 1
1509, ocean, minecraft:ocean, CREATURE, species:limpet, 10, 1, 1
1510, ocean, minecraft:ocean, AMBIENT, minecraft:bat, 10, 8, 8
1511, ocean, minecraft:ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1512, ocean, minecraft:ocean, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
1513, ocean, minecraft:ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1514, ocean, minecraft:ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1515, ocean, minecraft:ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1516, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:spider, 80, 4, 4
1517, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie, 80, 4, 4
1518, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1519, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1520, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:creeper, 80, 4, 4
1521, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:slime, 80, 4, 4
1522, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:enderman, 5, 1, 4
1523, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:witch, 5, 1, 1
1524, forest, minecraft:old_growth_birch_forest, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
1525, forest, minecraft:old_growth_birch_forest, MONSTER, enderzoology:infested_zombie, 23, 1, 4
1526, forest, minecraft:old_growth_birch_forest, MONSTER, enderzoology:fallen_knight, 23, 4, 6
1527, forest, minecraft:old_growth_birch_forest, MONSTER, enderzoology:enderminy, 30, 4, 4
1528, forest, minecraft:old_growth_birch_forest, MONSTER, enderzoology:wither_witch, 10, 1, 1
1529, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:sheep, 12, 4, 4
1530, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:pig, 10, 4, 4
1531, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:chicken, 10, 4, 4
1532, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:cow, 10, 4, 4
1533, forest, minecraft:old_growth_birch_forest, CREATURE, species:limpet, 10, 1, 1
1534, forest, minecraft:old_growth_birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
1535, forest, minecraft:old_growth_birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1536, forest, minecraft:old_growth_birch_forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
1537, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, minecraft:spider, 80, 4, 4
1538, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, minecraft:zombie, 80, 4, 4
1539, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1540, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1541, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, minecraft:creeper, 80, 4, 4
1542, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, minecraft:slime, 80, 4, 4
1543, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, minecraft:enderman, 5, 1, 4
1544, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, minecraft:witch, 5, 1, 1
1545, taiga, biomesoplenty:old_growth_dead_forest, AMBIENT, minecraft:bat, 10, 8, 8
1546, taiga, biomesoplenty:old_growth_dead_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1547, taiga, biomesoplenty:old_growth_dead_forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
1548, none, tectonic:old_growth_evergreen_forest, MONSTER, minecraft:spider, 80, 4, 4
1549, none, tectonic:old_growth_evergreen_forest, MONSTER, minecraft:zombie, 80, 4, 4
1550, none, tectonic:old_growth_evergreen_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1551, none, tectonic:old_growth_evergreen_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1552, none, tectonic:old_growth_evergreen_forest, MONSTER, minecraft:creeper, 80, 4, 4
1553, none, tectonic:old_growth_evergreen_forest, MONSTER, minecraft:slime, 80, 4, 4
1554, none, tectonic:old_growth_evergreen_forest, MONSTER, minecraft:enderman, 5, 1, 4
1555, none, tectonic:old_growth_evergreen_forest, MONSTER, minecraft:witch, 5, 1, 1
1556, none, tectonic:old_growth_evergreen_forest, CREATURE, minecraft:sheep, 12, 4, 4
1557, none, tectonic:old_growth_evergreen_forest, CREATURE, minecraft:pig, 10, 4, 4
1558, none, tectonic:old_growth_evergreen_forest, CREATURE, minecraft:chicken, 10, 4, 4
1559, none, tectonic:old_growth_evergreen_forest, CREATURE, minecraft:cow, 10, 4, 4
1560, none, tectonic:old_growth_evergreen_forest, AMBIENT, minecraft:bat, 10, 8, 8
1561, none, tectonic:old_growth_evergreen_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1562, taiga, nature_arise:old_growth_fir_forest, MONSTER, minecraft:spider, 80, 4, 4
1563, taiga, nature_arise:old_growth_fir_forest, MONSTER, minecraft:zombie, 80, 4, 4
1564, taiga, nature_arise:old_growth_fir_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1565, taiga, nature_arise:old_growth_fir_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1566, taiga, nature_arise:old_growth_fir_forest, MONSTER, minecraft:creeper, 80, 4, 4
1567, taiga, nature_arise:old_growth_fir_forest, MONSTER, minecraft:slime, 80, 4, 4
1568, taiga, nature_arise:old_growth_fir_forest, MONSTER, minecraft:enderman, 5, 1, 4
1569, taiga, nature_arise:old_growth_fir_forest, MONSTER, minecraft:witch, 5, 1, 1
1570, taiga, nature_arise:old_growth_fir_forest, CREATURE, minecraft:sheep, 12, 4, 4
1571, taiga, nature_arise:old_growth_fir_forest, CREATURE, minecraft:pig, 10, 4, 4
1572, taiga, nature_arise:old_growth_fir_forest, CREATURE, minecraft:chicken, 10, 4, 4
1573, taiga, nature_arise:old_growth_fir_forest, CREATURE, minecraft:cow, 10, 4, 4
1574, taiga, nature_arise:old_growth_fir_forest, CREATURE, minecraft:wolf, 10, 4, 4
1575, taiga, nature_arise:old_growth_fir_forest, CREATURE, minecraft:rabbit, 10, 2, 3
1576, taiga, nature_arise:old_growth_fir_forest, CREATURE, minecraft:fox, 10, 2, 4
1577, taiga, nature_arise:old_growth_fir_forest, AMBIENT, minecraft:bat, 10, 8, 8
1578, taiga, nature_arise:old_growth_fir_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1579, taiga, nature_arise:old_growth_fir_forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
1580, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:spider, 80, 4, 4
1581, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie, 80, 4, 4
1582, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie_villager, 25, 1, 1
1583, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
1584, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:creeper, 80, 4, 4
1585, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:slime, 80, 4, 4
1586, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:enderman, 5, 1, 4
1587, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:witch, 5, 1, 1
1588, taiga, minecraft:old_growth_pine_taiga, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
1589, taiga, minecraft:old_growth_pine_taiga, MONSTER, enderzoology:infested_zombie, 25, 1, 4
1590, taiga, minecraft:old_growth_pine_taiga, MONSTER, enderzoology:fallen_knight, 25, 4, 6
1591, taiga, minecraft:old_growth_pine_taiga, MONSTER, enderzoology:enderminy, 30, 4, 4
1592, taiga, minecraft:old_growth_pine_taiga, MONSTER, enderzoology:wither_witch, 10, 1, 1
1593, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:sheep, 12, 4, 4
1594, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:pig, 10, 4, 4
1595, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:chicken, 10, 4, 4
1596, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:cow, 10, 4, 4
1597, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:wolf, 10, 4, 4
1598, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
1599, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:fox, 10, 2, 4
1600, taiga, minecraft:old_growth_pine_taiga, CREATURE, species:limpet, 10, 1, 1
1601, taiga, minecraft:old_growth_pine_taiga, CREATURE, enderzoology:owl, 10, 2, 3
1602, taiga, minecraft:old_growth_pine_taiga, AMBIENT, minecraft:bat, 10, 8, 8
1603, taiga, minecraft:old_growth_pine_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1604, taiga, minecraft:old_growth_pine_taiga, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
1605, none, tectonic:old_growth_snowy_taiga, MONSTER, minecraft:spider, 80, 4, 4
1606, none, tectonic:old_growth_snowy_taiga, MONSTER, minecraft:zombie, 80, 4, 4
1607, none, tectonic:old_growth_snowy_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
1608, none, tectonic:old_growth_snowy_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
1609, none, tectonic:old_growth_snowy_taiga, MONSTER, minecraft:creeper, 80, 4, 4
1610, none, tectonic:old_growth_snowy_taiga, MONSTER, minecraft:slime, 80, 4, 4
1611, none, tectonic:old_growth_snowy_taiga, MONSTER, minecraft:enderman, 5, 1, 4
1612, none, tectonic:old_growth_snowy_taiga, MONSTER, minecraft:witch, 5, 1, 1
1613, none, tectonic:old_growth_snowy_taiga, CREATURE, minecraft:sheep, 12, 4, 4
1614, none, tectonic:old_growth_snowy_taiga, CREATURE, minecraft:pig, 10, 4, 4
1615, none, tectonic:old_growth_snowy_taiga, CREATURE, minecraft:chicken, 10, 4, 4
1616, none, tectonic:old_growth_snowy_taiga, CREATURE, minecraft:cow, 10, 4, 4
1617, none, tectonic:old_growth_snowy_taiga, CREATURE, minecraft:wolf, 10, 4, 4
1618, none, tectonic:old_growth_snowy_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
1619, none, tectonic:old_growth_snowy_taiga, CREATURE, minecraft:fox, 10, 2, 4
1620, none, tectonic:old_growth_snowy_taiga, AMBIENT, minecraft:bat, 10, 8, 8
1621, none, tectonic:old_growth_snowy_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1622, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:spider, 80, 4, 4
1623, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie, 80, 4, 4
1624, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
1625, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
1626, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:creeper, 80, 4, 4
1627, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:slime, 80, 4, 4
1628, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:enderman, 5, 1, 4
1629, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:witch, 5, 1, 1
1630, taiga, minecraft:old_growth_spruce_taiga, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
1631, taiga, minecraft:old_growth_spruce_taiga, MONSTER, enderzoology:infested_zombie, 23, 1, 4
1632, taiga, minecraft:old_growth_spruce_taiga, MONSTER, enderzoology:fallen_knight, 23, 4, 6
1633, taiga, minecraft:old_growth_spruce_taiga, MONSTER, enderzoology:enderminy, 30, 4, 4
1634, taiga, minecraft:old_growth_spruce_taiga, MONSTER, enderzoology:wither_witch, 10, 1, 1
1635, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:sheep, 12, 4, 4
1636, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:pig, 10, 4, 4
1637, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:chicken, 10, 4, 4
1638, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:cow, 10, 4, 4
1639, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:wolf, 10, 4, 4
1640, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
1641, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:fox, 10, 2, 4
1642, taiga, minecraft:old_growth_spruce_taiga, CREATURE, species:limpet, 10, 1, 1
1643, taiga, minecraft:old_growth_spruce_taiga, CREATURE, enderzoology:owl, 10, 2, 3
1644, taiga, minecraft:old_growth_spruce_taiga, AMBIENT, minecraft:bat, 10, 8, 8
1645, taiga, minecraft:old_growth_spruce_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1646, taiga, minecraft:old_growth_spruce_taiga, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
1647, none, biomesoplenty:old_growth_woodland, MONSTER, minecraft:spider, 80, 4, 4
1648, none, biomesoplenty:old_growth_woodland, MONSTER, minecraft:zombie, 80, 4, 4
1649, none, biomesoplenty:old_growth_woodland, MONSTER, minecraft:zombie_villager, 10, 1, 1
1650, none, biomesoplenty:old_growth_woodland, MONSTER, minecraft:skeleton, 80, 4, 4
1651, none, biomesoplenty:old_growth_woodland, MONSTER, minecraft:creeper, 80, 4, 4
1652, none, biomesoplenty:old_growth_woodland, MONSTER, minecraft:slime, 80, 4, 4
1653, none, biomesoplenty:old_growth_woodland, MONSTER, minecraft:enderman, 5, 1, 4
1654, none, biomesoplenty:old_growth_woodland, MONSTER, minecraft:witch, 5, 1, 1
1655, none, biomesoplenty:old_growth_woodland, CREATURE, minecraft:sheep, 12, 4, 4
1656, none, biomesoplenty:old_growth_woodland, CREATURE, minecraft:pig, 10, 4, 4
1657, none, biomesoplenty:old_growth_woodland, CREATURE, minecraft:chicken, 10, 4, 4
1658, none, biomesoplenty:old_growth_woodland, CREATURE, minecraft:cow, 10, 4, 4
1659, none, biomesoplenty:old_growth_woodland, AMBIENT, minecraft:bat, 10, 8, 8
1660, none, biomesoplenty:old_growth_woodland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
